root_tweet_id,thread_text,human_label
800456.0,"Customer: Classic @AmericanAir if bag was 1/2lb lighter, it’s free (but they don’t tell you that bit). But it’s not, so they charge you $150 👏🏻👏🏻👏🏻
Brand: @310735 If you have carry-on bags, we do allow you to move things around so you don't go over the amount we allow for.
Customer: @AmericanAir Thanks, I’ll remember that for next time. Shame your helpful check in staff didn’t point that out.",baggage_fees
2974073.0,"Customer: @AmericanAir jesus, hope my flight isn't affected.
Brand: @224981 We are working diligently to address the issue and expect to avoid cancellations this holiday season.
Customer: @AmericanAir I hope so.",flight_disruption_refund
407631.0,"Customer: @AmericanAir  upgrade list for my flight to dca tonight has me #1 and my companion (same pnr) #16.  Any way to fix this before reaching clt?
Brand: @193661 Within 24 hours, passengers are placed on the upgrade list based on their own status. We'll keep our #fingerscrossed for you!
Customer: @AmericanAir On th flights down to clt and dca, that is how it definitely  it worked on the airport upgrade list...
Brand: @193661 Our apologies, we do see your companion doesn't have status. They'll clear with you. Please work with the airport team.
Customer: @AmericanAir @Americanair talked to airport team.  Agent says that the companion gets no priority and doesn’t share mine.  Why don’t they know new rule?
Customer: @AmericanAir @AmericanAir and to add insult to injury, our plane is here but flight but attendants are missing, so we’re at least 30 min delayed...
Brand: @193661 We're sorry for the confusion at the gate. We'll have you on your way at 9:15p.
Customer: @AmericanAir Any way to fix the upgrade list issue?
Brand: @193661 It's under airport control. You'll need to work with our airport team directly. You're welcome to check with another gate agent.
Customer: @AmericanAir @AmericanAir unfortunately (for me), only 1 gate agent visible, and she’s convinced that she’s right.  Won’t look at the new #upgrade rules",booking_reservation
185103.0,"Customer: Limited carry-on room my ass @AmericanAir stop selling basic economy tix and charging bs fees for carry-ons https://t.co/iIhjvEL0FR
Brand: @159535 We still offer our regular fares, Melina. Basic Economy is there for those who don't need the flexibility or carry-on bags.
Customer: @AmericanAir Maybe true, but these fares aren’t actually cheaper and aren’t providing ur company with positive press https://t.co/Y3qKSlGJEn",baggage_fees
492608.0,"Customer: @AmericanAir question.  My AA app is not working. It is asking me to update but I do not see an update in the App Store.
Brand: @232428 Did you try removing it and installing it again?
Customer: @AmericanAir Let me give that a try.",technical_app_issue
2851643.0,"Customer: @AmericanAir it has been 2 months and no one from fraud has contacted my father re: 400,000 stolen miles
Brand: @218134 Reviews can take some time but please continue working with our AAdvantage Customer Service team for assistance: https://t.co/l7FeGMUy12
Customer: @AmericanAir Have been told noticing 309,000k mile stolen from account 5 months after is too late and nothing AA can do. This really how you treat customers?",booking_reservation
352441.0,"Customer: @AmericanAir bags in this pic allowed thru by same employee, much bigger than mine.  Inconsistent, horrible customer service #moneygrab https://t.co/MWczclf54Q
Brand: @199811 We expect our team to stay consistent when checking in gate items. Our apologies for any inconvenience.
Customer: @AmericanAir @AmericanAir so what happens when ""your team"" is inconsistent?  Customer gets a faceless ""sorry"" &amp; is #sol
Brand: @199811 We always want flying to be a pleasant experience but are unable to offer a refund.  Please speak with an airport manager for assistance.
Customer: @AmericanAir Ok, I'll bite, give me a name &amp; phone # of the ""airport mgr"" I should speak with.
Brand: @199811 If you request a manager with an airport agent directly, they'll be happy to assist you.
Customer: @AmericanAir Figures, no response, I already spoke with supvr Rueben C.  Why can't you give me contact info?
Brand: @199811 Airport managers must be requested directly at the airport.
Customer: @AmericanAir How bout @AmericanAir customer service #stoptherunaround
Brand: @199811 We always want you to receive the best assistance possible, which would be speaking directly with an airport supervisor, regarding this.
Customer: @AmericanAir Would that assistance include forcing passengers to board @AmericanAir flight 2130 &amp; informing them of a mechanical delay?  #americanairfail
Brand: @199811 We're very sorry for the delay but glad to see that you're on your way. Our pilots will look to make up time and have you in DCA shortly.
Customer: @AmericanAir Thanks @AmericanAir still waiting on the specific customer contact info for baggage refund
Brand: @199811 Any refunds request can be submitted for review online using the 13 digit ticket number: https://t.co/xM8Vkc7BvM
Customer: @AmericanAir Was that so hard? Only took 6 tries #DoBetter",baggage_fees
755890.0,"Customer: @AmericanAir paying a cancellation fee? My plans are super fluid right now.
Brand: @300671 As long as your travel date is 2 or more days out, you have 24 hours from the time of ticket purchase to get a refund.
Customer: @AmericanAir Doesn't DOT allow changes to a ticket within 24 hours of purchase including a refund?",policy_information
908651.0,"Customer: Being stuck on a plane in Boise @AmericanAir for hours on end is agonizing!  Please, please take off soon!
Brand: @335809 We're sorry for the late start, we'll have wheels up soon.
Customer: @AmericanAir Late start?  I was supposed to leave at 1:40pm, and home by now!  Hell, I won't be home until tomorrow. Weekend almost over. 😏",flight_disruption_refund
342724.0,"Customer: .@AmericanAir this is ridiculous I paid full price https://t.co/eKGIus5ihx
Brand: @197600 We're you able to ask a crew member, if you could switch seats? Please provide your record locator via DM.
Customer: @AmericanAir Yes. I was told everything was “normal”. I spilled my drink on my iPad which was nice.",service_quality_complaint
430843.0,"Customer: @AmericanAir I'm flying basic soon. If I check a bag is it $25 or more than that? Thanks in advance!
Brand: @217452 If you check the bag at the ticket counter, the normal $25 charge will apply, as long as measurements are correct: https://t.co/XvGHnVVEv9
Customer: @AmericanAir Ok I think I got it. So the ""bag fees"" are when the bag weighs too much or is an odd shape. Thank you!",baggage_fees
2895533.0,"Customer: After being in the air for 8 hours yesterday, cannot help lament the seemingly unnecessary loss of productivity that so many businesses suffer every day from not having #FasterInternetInTheSky. Innovators, Regulators - someone solve the problem. @AmericanAir @136958
Brand: @802410 We know a good connection is important. Please reach out to our friends @116462 and they'll answer any questions you may have.
Customer: @AmericanAir @116462 Thanks for your response. Although i see this is an industry wide problem not restricted to @AmericanAir @116462. The status quo is ripe for #disruption.",service_quality_complaint
795304.0,"Customer: @AmericanAir just curious why you have Group #s if your gate agents are just gonna board groups 1-4 all at one time? Creates a huge mess.
Brand: @309620 Smooth boarding is always the plan. Our apology for any chaos in the process this morning.
Customer: @AmericanAir PHL gate B5, 10:35 take off to MCO. Agent literally called groups 1&amp;2 and before they were boarded called groups 1-4. I know that’s not SOP.",policy_information
1771451.0,"Customer: Still mad that @AmericanAir left me in Venice in August
Brand: @532477 Please give us the opportunity to turn it around. #nogrudges
Customer: @AmericanAir I'd like to! What is a way that we can?",flight_disruption_refund
1508896.0,"Customer: Hey @AmericanAir way to have your entire check-in system down at DCA
Brand: @470231 We're sorry for the inconvenience, Jim. We're working to get our systems back up and will have you checked-in, asap.
Customer: @AmericanAir Problem solved. Thanks!",technical_app_issue
1145322.0,"Customer: So now there’s a category above #priority on @AmericanAir?  #Concierge.  Will #Priority soon been 10th in line to board? #CustomerExperience
Brand: @120197 We've listed our boarding groups to be more efficient and all of the details can be found here: https://t.co/ro6Ga4r4c4
Customer: @AmericanAir BUYING a 1st Class ticket should guarantee u as a passenger who’s spending lots of $$ with your airline. #CustomerService #PriorityBoarding",policy_information
77937.0,"Customer: Can @AmericanAir be trusted with my holiday travels? Will they cancel my flight and leave me stranded? I need real assurances from #AmericanAirlines
Brand: @133381 We don't plan on making any cancellations at this time. You can sign up for notifications here: https://t.co/h88H9iXqqT
Customer: @AmericanAir That's my issue. If you cancel it later I'm worse off than if you cancel it now. Will #AmericanAirlines guarantee my flight will not be canceled due to lack of pilots?
Brand: @133381 We're working hard to avoid all cancellations.
Customer: @AmericanAir I also work hard. But working hard is not a guarantee or a confirmation that my flight will not be cancelled due to #AmericanAirlines pilot debacle.",flight_disruption_refund
492648.0,"Customer: @AmericanAir You need to sever your relationship with Citi. 13 months of being a model customer and they still keep screwing up my payments and placing holds. You having a relationship with them reflects very poorly on you.
Brand: @232443 It's always our goal to provide the best benefits for you with our partners. Please continue to work with Citi on a resolution.
Customer: @AmericanAir Can you give me contact info to complain about Citi to your company? I'd like my complaint to be formally lodged and not just acknowledged on Twitter.
Brand: @232443 We understand that you're frustrated and we'd love to help. But you need to work with Citi directly for any assistance.
Customer: @AmericanAir I've done that. I now want to complain to YOUR company about their relationship with Citi. You shouldn't be working with a company that is so dismissive of their customers.",service_quality_complaint
2233663.0,"Customer: One more reason I love @AmericanAir: they have mastered the space/time continuum so I can depart before the incoming flight arrives. 🤔 https://t.co/1SgQUJddiZ
Brand: @651579 The time has been updated. It's actually scheduled to depart CID at 12:32p and arrives to ORD at 1:46p.
Customer: @AmericanAir Thx, @AmericanAir. You know I love you! 😍",positive_feedback
574320.0,"Customer: @AmericanAir been staring at this broken screen for the past 4 hours. #epicfail https://t.co/BWU8ooCmXM
Brand: @255084 Please let our crew know, so we can get it reset.
Customer: @AmericanAir Obviously tried that - twice - was told nothing could be done. :-(",service_quality_complaint
2731922.0,"Customer: 4 flights in the next 5 days with @AmericanAir after my surgery. Hope I ACTUALLY get the seats I paid for and don’t lose them to someone else because they had a “bad day” or because they are “by themselves”. Worst airline ever. I will NEVER fly with you after this trip
Brand: @765817 If you're needing special assistance, please let us know and we'll note your reservation. We'll just need your record locator in DMs.
Customer: @AmericanAir Hmmm maybe you just give me the seat I paid for?!?! Why the Fu@# do I have to put ANYTHING in writing?!?!",booking_reservation
1866631.0,"Customer: @AmericanAir any other reported issues w/ mobile boarding passes not updating? Mine still leading me to C20, when gate is A39, DFW, AA1271
Brand: @557651 Everything's good to go but we're sorry for the gate switch. We want to make sure the app stays up-to-date with any operational changes.
Customer: @AmericanAir Mobile BP worked at the gate, despite multiple refreshes, delete old BP, reboot iPhone, still won't update. At least I got in some jogging",technical_app_issue
2863333.0,"Customer: @AmericanAir YOU FOUND HIM!!!!
Brand: @442183 Yes, we did! Snape was on board for his moment in the social spotlight. #AATeam
Customer: @AmericanAir I am so so happy finally there is a name to that face that has set the internet alight! :D
Brand: @442183 We love your enthusiasm! We're happy to share #SnAApe with the rest of the world.
Customer: @AmericanAir @442183 Now I want to meet this elusive #SnAApe -- I'll have to book a flight and route through LGA :P",positive_feedback
2804641.0,"Customer: @AmericanAir  https://t.co/mHwGtzsSof
Brand: @782281 We ask passengers remove valuables and medication before checking a bag. We'll work to reunite you ASAP.
Customer: @AmericanAir The bag made it to the plane and then they decided to put it on a plane to another state instead. That's not okay, nor is it okay to blame the passenger for airline error.",baggage_fees
2742232.0,"Customer: @AmericanAir in seat 1A AA107 and no 1st choice or 2nd choice entree available. Diffident, dogmatic argumentative flight attendant. Not good! #isthisreallyfirst
Brand: @134375 Our apologies for any rudeness. We'd like to look into this a little further, Fin. What choices were you offered? Please share in DMs.
Customer: @AmericanAir She got another passenger to give up their first choice of chicken since I said I would have nothing. I don’t like inconveniencing another passenger, least of all at these prices.
Brand: @134375 We'll be sure to share your feedback with our Catering team. For future, we do allow you to pre-order your food up to 30 days in advance.
Customer: @AmericanAir I was also given a rundown on how many of each meal had been provided. Irrelevant and she could have told me upon approach what entrees were unavailable instead of asking me what I’d like.",service_quality_complaint
454776.0,"Customer: @222926 @10394 Can you help @AmericanAir?
Brand: @222925 It's too late to help for LHR, but we've made a change for their connection. #BrideAndGroomTogetherAgain
Customer: @AmericanAir @222925 As well as sitting together, a cheeky upgrade on our return flights would be the icing on the 🎂of what's been an incredible honeymoon ☺️🤞🏼
Brand: @222924 Congratulations to you both. It's been our pleasure to have you on board with us. Let's do it again next year. #AnniversaryCelebration
Customer: @AmericanAir We  actually fly tomorrow morning from Quito to Miami and then to London Heathrow 👰🏻🤵🏻
Brand: @222924 We hope that you have a #fAAnatstic honeymoon!
Customer: @AmericanAir It's been an incredible honeymoon in Ecuador, now just the long journey home to go.",positive_feedback
1056491.0,"Customer: I try to pay @AmericanAir money at my gate for a better seat they tell me my ticket doesn't qualify, yet can easily do it online 🤔
Brand: @369442 Sometimes we offer special upgrades during the check-in process that otherwise wouldn't be available.
Customer: @AmericanAir I was just asking if I could pay for a seat upgrade like what's offered when picking a seat and again was available still on your site, that seems different. Just odd you can just get it standing at the gate on your own device but can't thru the attendant right next to you.",booking_reservation
1130666.0,"Customer: @76432 @AmericanAir Every experience Ive had with American Airlines has been overwhelmingly positive. Literally the only issue I've had with any of my flights with them was far from their fault, and they went out of their way to make up for it anyways :)
Brand: @382400 It makes us so happy to hear about your wonderful experience! We look forward to seeing you again. Thank you for flying with us.
Customer: @AmericanAir You can be sure the next time I fly, it'll be with you guys. I've flown Delta, Southwest, and (Ew) Spirit. None of them compared. :)",positive_feedback
2494026.0,"Customer: @AmericanAir how many employees did you have at the end of 2013
Brand: @711618 We had approximately 110,400 as of December 31, 2013.
Customer: @AmericanAir Thank you so much",policy_information
1187813.0,"Customer: @AmericanAir how can I speak with someone in Customer Relations? Really just want to explain my situation. Thanks.
Brand: @399317 We're here to listen and see how we can help. Please DM your record locator and more details for a closer look.
Customer: @AmericanAir Just spoke to a super helpful customer service rep. I think we’re all squared away. Thanks for the reply!",service_quality_complaint
2135934.0,"Customer: @AmericanAir , pls take customer service lessons from @306246 . Had one broken crown &amp; happily replaced the cost of the whole case.
Brand: @628364 We expect our agents to be polite and helpful at all times and we're sorry that you experienced differently.
Customer: @AmericanAir Asked agent to sit my wife and I together. Was told only option was $74 exit row upgrade for both. Declined, and found out there was an empty seat next to me the whole time. Was it worth irritating a customer over $37, @AmericanAir ??? At least the flight crew made it right.",booking_reservation
767057.0,"Customer: Was proved once again today why I will only fly all personal trips on @SouthwestAir. Thanks @AmericanAir for trying to ruin my Christmas.
Brand: @302840 Please work with our Reservations team at the number provided, or share details via DM including your record locator.
Customer: @AmericanAir Already did. You moved flight, only saw b/c I accidentally opened app, no email of changes of changes. Refunded but won't fly with you again",flight_disruption_refund
1484565.0,"Brand: @148387 Have a good one!
Customer: @AmericanAir have a good weekend",positive_feedback
1203590.0,"Customer: @AmericanAir Good morning!  I'm begging. Can you find me an aisle seat on AA1735 to Vegas?
Brand: @402755 Looks like a pretty, full flight. We're not seeing one available, Anthony.
Customer: @AmericanAir Was told there is one in the last row, but I got to the airport too early to get it. That's what the gate agent told me.
Brand: @402755 That must have been assigned recently. You can double check for a last minute seating opening up at the gate.
Customer: @AmericanAir Why did someone else get it over me?  I want my US Air back. Nothing but let downs since the merger. I don't do well in tight spaces... ☹️
Brand: @402755 We value your business and don't want you to feel this way. There may be a no show last minute. Please check with our agents before boarding
Customer: @AmericanAir Doesn't always feel that way, especially since the merger. Good news though, gate agent got me that last row aisle that ""didn't exist"" 😜",booking_reservation
853243.0,"Customer: Big shout out to @AmericanAir pilot this morning for a safe trip to DC for Thurgood Marshall Leadership Institute!!
#United4LI2017 #SCSU https://t.co/rOuLznC8Cv
Brand: @322701 Thanks for the shout-out and love, Brandon. We'd love to forward this to our leadership if you'll DM your record locator.
Customer: @AmericanAir Of course!! How do I locate a record locator and send it?
Brand: @322701 It's the 6 letter confirmation code for your reservation. You can send it to us via direct message.
Customer: @AmericanAir Ok I sent it",positive_feedback
818339.0,"Customer: Hey, @AmericanAir, it’s easier for everyone if you offer people with small children the opportunity to board first.
Brand: @314920 We love our little ones and you're able to request boarding early. Please take a peek at this link: https://t.co/RbICpbO1ka
Customer: @AmericanAir Thank you.",policy_information
2575527.0,"Customer: Great job @AmericanAir! Flt 556 late getting to clt, then you load us on the plane and make us wait on the tarmac for an hour waiting on a maintenance sign off #notverynice#shittyservice#getirtogether
Brand: @730326 Our apologies for the late start, David. We're currently servicing our plane and will be airborne as soon as we finish.
Customer: @AmericanAir Then why tell us it’s a paper issue and why load the plane and make us sit for 2 hours?",flight_disruption_refund
290013.0,"Customer: @AmericanAir Thanks we wold really appreciate it if that could be done. . We love America air lines
Brand: @185083 We can certainly look over your reservation with you, please share your record locator in DM with additional flight details.
Customer: @AmericanAir I just DM you thanks for the help
Customer: @AmericanAir Did you guy get my dm?
Brand: @185083 We're reviewing your DM now and will respond there soon, thank you for your patience.
Customer: @AmericanAir Thanks  no worries. :)",booking_reservation
2734989.0,"Brand: @766511 What's the flight you're on?
Customer: @AmericanAir AA0107 - LHR - JFK",non_actionable_other
418146.0,"Customer: Thanks @AmericanAir for making this the best father daughter trip ever!  #bestcrewever #customerforlife https://t.co/zDEogmqVUy
Brand: @214766 Wow, that's a future pilot in the making and we're honored to be part of it. Please DM your record locator. #AATeam
Customer: @AmericanAir VJSGTW is the record locator.  The crew were spectacular.  My daughter is still smiling about the trip over pancakes.",positive_feedback
1265947.0,"Customer: @AmericanAir the app is telling me there's an issue with my upgrade request and I can't check-in, which doesn't make sense. What's the deal?
Brand: @312663 It looks like your ticket wasn't reissued for the October 27th flight. Please give the Gold desk a call to get this taken care of.
Customer: @AmericanAir ... but I have a seat... right?",technical_app_issue
1642812.0,"Customer: @AmericanAir  still calling 3443 onTime with 5 min to departure when are you planning update your customers of delay #customerservicefail
Brand: @502150 We see there are air traffic control delays and we appreciate your patience. You should be in the air soon.
Customer: @AmericanAir Landed and now driving up and down lga without a spot and again no communication adding insult to injury #customerservicefailpart2",flight_disruption_refund
1120865.0,"Customer: Goodbye Spain! Had a great vacation, but now it’s time to go home. Off to PHL via @AmericanAir! https://t.co/zbMoKnOQNG
Brand: @188385 We're glad you had a wonderful time in, Spain. We'll have you on your way #homesweethome soon.
Customer: @AmericanAir Btw loving the international WiFi!!",positive_feedback
2757079.0,"Customer: @AmericanAir Hi - do you count handles in measurements for the 62-inch limit for checked baggage?
Brand: @771602 Yes, handles and wheels are also included in the 62"" measurement.
Customer: @AmericanAir That is a major bummer. But thanks for letting me know.",baggage_fees
1201465.0,"Customer: I've never used the app before to check in, but it's not allowing me to check in bags on the app or online. Is that normal?  @AmericanAir
Brand: @402298 Yes, that's normal. The bags can be checked in with a skycap, at the self serve kiosk, or at the airport on the departure day.
Customer: @AmericanAir Okay, thanks!",policy_information
1710939.0,"Customer: @AmericanAir why do you have people sitting in the runway in Dallas with no AC?!?!? Got to turn my phone off befor I get yelled at!!!!
Brand: @518298 We know it can get warm while waiting and we apologize. Thanks so much for your patience.
Customer: @AmericanAir You ever had your knee pits sweat?!?!?",service_quality_complaint
915773.0,"Brand: We're getting the #FridayFeels for Esther; who's spent 41yrs &amp; counting on our #AATeam. Talk about girl power! 💪🏼 
https://t.co/HAWHESFDvV
Customer: @AmericanAir When I fly with @AmericanAir am in good hands the crew are great !
Brand: @337829 That's because you're a part of our #fAAmily, Barry!
Customer: @AmericanAir Am honoured thank you @AmericanAir",positive_feedback
1301482.0,"Customer: @AmericanAir is there a reason why two executive platinums were passed over on the upgrade list for flight 2463 DFW-LAX
Brand: @424166 We that only one seat was open in First Class, so our airport team put you both in Premium Economy.
Customer: @AmericanAir There was one open seat in first and two parties of one.",booking_reservation
2708042.0,"Customer: Just wanted to vent. @AmericanAir your website is... https://t.co/3EX43HTHOE
Brand: @503923 We're sorry you're having trouble with our website. Please DM us if we can help with anything.
Customer: @AmericanAir @503923 Y'all are trash thats about all the complaints anyone has",technical_app_issue
2830358.0,"Customer: At least the lovely people at @AmericanAir have been making my flights as enjoyable as late night/early morning flights can be.
Brand: @788146 That's what we like to hear!
Customer: @AmericanAir 👍I have one more of your flights to catch in a few hours. It's a beautiful day so it's sure to be a good one.",positive_feedback
1643496.0,"Customer: ...And my first tweet on my new account is to thank @AmericanAir for booking an awesome Honeymoon flight to Japan next year! #newlyweds
Brand: @148108 We look forward to having you two lovebirds on board, Erik!
Customer: @AmericanAir Thank you! Fortunately we’ll be on board soon for a mini-vacation in a week as well! We love flying with you, American Airlines!",booking_reservation
1656278.0,"Customer: @AmericanAir  why don't my miles from British airways show yet? https://t.co/YzI1nHS6vP
Brand: @383430 If it's been more than 30 days since travel, reach out to our AAdvantage Customer Service team for help: https://t.co/l7FeGMUy12
Customer: @AmericanAir No just since Friday. No problem just looking for the congrats your executive platinum haha",policy_information
858159.0,"Customer: @AmericanAir Yikes! Get your Customer Service ish together!! That rep wasn’t helpful nor pleasant in the least 😤
Brand: @323789 Our agents are expected to always offer their assistance and provide excellent service. How can we help turn things around?
Customer: @AmericanAir You can DM me, I need assistance with changing my flight reservation :)",booking_reservation
600992.0,"Customer: @AmericanAir I'm diabetic and plan on bringing granola bars or trail mix or something for my blood sugar on our flight to Hawaii. Do we have to go through a different security check for that?
Brand: @142024 We've no say on what TSA allows but you should be fine bringing small quantities of food such as granola bars and/or trail mix.
Customer: @AmericanAir Do we have to be in a different security check for that?
Brand: @142024 No, we're not aware of any different security checks. You're welcome to reach out to our friends @120944 as well!
Customer: @AmericanAir @120944 Thank you",policy_information
1803451.0,"Customer: @AmericanAir Can you offer any assistance with this misconnect at DCA?
Brand: @267305 You've already been rebooked on the first available flight in the morning. Our airport team can check for other options, too.
Customer: @AmericanAir Can you assist with reimbursement for hotel expenses, due to the mechanical nature of this misconnect?
Brand: @267305 Please check with an agent to see if they're able to provide hotel vouchers for you.
Customer: @AmericanAir That really doesn’t answer my question, but thanks..",flight_disruption_refund
2956540.0,"Customer: Do you have any comment @americanair?

Thousands of American Airlines flights next month don't have scheduled pilots, says union https://t.co/2AAApu5WXj
Brand: @138457 We want to keep flying customers this holiday season and fully expect to avoid cancellations.
Customer: @AmericanAir @138457 This'll be a fun sound bite to come back to in 4 weeks.",flight_disruption_refund
2568632.0,"Customer: @AmericanAir  A man needs help in the next 30 days to move w/wife and 4 children from Puerto Rico.  I can put you in touch to help.
Brand: @728558 Our Reservations team is happy to help in finding the best fare option available for them.
Customer: @AmericanAir thank you. Desperate situation.  Currently trying to set up a gofundme page for them.  Lost home and job after hurricane.  Have family here.",booking_reservation
1795947.0,"Customer: Won't be booking @AmericanAir anymore. Forced to check tiny carry-on because overhead space is full. Get on plane. Not full. No gate check either. Not cool.
Brand: @130076 We've your info and we'll share it with our team for internal review. Our apologies that we had you check your bag with space available.
Customer: @AmericanAir The more important point is gate check. I know overhead space isn't unlimited.",baggage_fees
1424760.0,"Customer: .@AmericanAir I have been on hold for nearly an hour to ask question. By now, I could've googled how to play your hold music &amp; mastered it.🙄
Brand: @451007 We're so sorry for the longer than normal hold time, Susie. How can we help?
Customer: @AmericanAir Is this a ""I have to fix it at the airport"" thing? And/or where did the ""Check a bag"" option go online/in-app?
Brand: @451007 You're able to check-in online for your flight. Our bag's are done at the airport the day of departure.
Customer: @AmericanAir So, you can't choose to pre-check a bag online/in-app anymore?
Brand: @451007 You're able to check-in for your flight online.
Customer: @AmericanAir But not inform @AmericanAir that I would like to check-in a bag as part of that check-in process? That seems odd, but okay. Thanks.",baggage_fees
2554130.0,"Customer: .@AmericanAir This is scummy. For someone who isn't paying attention, they might think their AAdvantage miles are expiring. It was only 60 days since my last AA flight. #AvGeek #PaxEx https://t.co/Cg0Z7IKEj6
Brand: @175050 We just want to keep you up to date, Joseph. If you have any questions on your account let us know.
Customer: .@AmericanAir My problem with the way it's worded is that it encourages the customer to squander their miles on magazines, based upon deceit, however slight. #AvGeek #PaxEx https://t.co/YW1e8j3CpU
Brand: @175050 We're sorry about any confusion. It certainly wasn't our intention for that to happen.
Customer: @AmericanAir I receive an email with status already. No need for paper trickery from shady business partners.",policy_information
2250448.0,"Customer: Okay @AmericanAir, I think some ground crew training is in order. I mean who does this!? 😏 #OverNotUnder https://t.co/8OnlHuYJJj
Brand: @655649 We'll be sure to look into this because how dare they.
Customer: @AmericanAir Thank you for addressing this travesty with the alacrity that it deserves! This #toiletpaper debacle ruined the plane’s glistening cleanliness &amp; crews amazing friendliness. I am disappoint! 😉",positive_feedback
2439946.0,"Customer: @AmericanAir wow ! Worst 1st class service ever on flight 2645 lax to iad today! Crappy food, no champagne Bloody Mary served wo the vodka, no red wine, bus our own stuff, attendant sat in front all the way after initial service. Hope the flight home is better I expected better6E
Brand: @699815 Your experience on board is important to us, Vince. We'll take great care of you on your return flights.
Customer: @AmericanAir Thanks... at least the attendants were polite while ignoring the entire cabin.",service_quality_complaint
