root_tweet_id,thread_text,num_turns,predicted_intent,error
205468.0,"Customer: Can't believe that @AmericanAir and others charged $2000 4 one way tickets 2 get out of Puerto Rico profiting from disaster @5491
Brand: @164689 We extended the cap on one-way nonstop fares at $99/$199 (connecting fares may be higher) through Oct. 8.
Customer: @AmericanAir That was not true at that time my mom and I searched and they were $1000 plus",3,policy_information,
430843.0,"Customer: @AmericanAir I'm flying basic soon. If I check a bag is it $25 or more than that? Thanks in advance!
Brand: @217452 If you check the bag at the ticket counter, the normal $25 charge will apply, as long as measurements are correct: https://t.co/XvGHnVVEv9
Customer: @AmericanAir Ok I think I got it. So the ""bag fees"" are when the bag weighs too much or is an odd shape. Thank you!",3,baggage_fees,
1035942.0,"Customer: Bags are ready to go...✈ see you Oct 25th @AmericanAir 😃
Brand: @239144 We can hardly wait, Melissa! We look forward to seeing you.
Customer: @AmericanAir Oh me neither. It's been a minute(6 months) since I've seen my bf!",3,positive_feedback,
1089397.0,"Customer: god bless @AmericanAir . get to the gate. sit on the plane. fix your shit this is a joke.
Brand: @377013 We know your time is valuable, Phillip, and we're so sorry for the delay. We'll have you #wheelsup as soon as we can.
Customer: @AmericanAir your t4 operations need work at lax",3,service_quality_complaint,
2372596.0,"Customer: @AmericanAir -- pretty eventful flight 1903 from Pitt to Philly tonight due to one of your drunk on-duty flight attendants. #notimpressed
Brand: @684519 Mallory, your comments have us concerned. Please share additional details in DMs.
Customer: @AmericanAir DMed",3,service_quality_complaint,
2813142.0,"Customer: @AmericanAir why is aa5227 service CLT-SRQ Delayed ?
Brand: @784382 The delay is due to aircraft maintenance and you should be on your way in a few minutes. We really appreciate your patience.
Customer: @AmericanAir @AmericanAir AGAIN! Now pushing to 9pm departure ! I really don’t want to play “delayed 30 min” all night ! The app is showing no aircraft ?",3,flight_disruption_refund,
185103.0,"Customer: Limited carry-on room my ass @AmericanAir stop selling basic economy tix and charging bs fees for carry-ons https://t.co/iIhjvEL0FR
Brand: @159535 We still offer our regular fares, Melina. Basic Economy is there for those who don't need the flexibility or carry-on bags.
Customer: @AmericanAir Maybe true, but these fares aren’t actually cheaper and aren’t providing ur company with positive press https://t.co/Y3qKSlGJEn",3,policy_information,
2633453.0,"Customer: @AmericanAir just landed in LAX. SFO flight delayed. Hold AA169 to Tokyo for us!!
Brand: @743554 You still have time to make it. If you happen to miss it see our gate team for rebooking.
Customer: @AmericanAir Made it !! Thank you!!!",3,non_actionable_other,
947145.0,"Customer: @AmericanAir if Airlines cared about passengers making connections, they would find a different gate for a late arriving flight 2270
Brand: @344613 We see you've pulled into the gate. If we can assist with rebooking a missed connection, please DM your record locator.
Customer: @AmericanAir The flight from JFK was great, made up much time. All lost due to O'Hare incompetence
Brand: @344613 We're glad your connection was made, and apologize for the frustration this caused you.
Customer: @AmericanAir On a lighter note, I flew Tuesday evening LAX-ORD on a 787 {seat 2L}, my first 787 flt &amp; it was great. I often forget to tweet the good.",5,positive_feedback,
2568632.0,"Customer: @AmericanAir  A man needs help in the next 30 days to move w/wife and 4 children from Puerto Rico.  I can put you in touch to help.
Brand: @728558 Our Reservations team is happy to help in finding the best fare option available for them.
Customer: @AmericanAir thank you. Desperate situation.  Currently trying to set up a gofundme page for them.  Lost home and job after hurricane.  Have family here.",3,booking_reservation,
1984770.0,"Customer: Fly @AmericanAir -- they just gave my guitar her own seat so I wouldn’t have to put her under the plane https://t.co/dibOi9BKWM
Brand: @587481 She looks really comfy, Nathan. We're glad we are able to accommodate her on your flight.
Customer: @AmericanAir Thank you for using Ariana’s preferred pronoun.",3,positive_feedback,
1046236.0,"Customer: @AmericanAir now we're delayed and we already boarded for 20 more minutes. I don't have to use AA, maybe time to switch. 5347 CLT-CRW
Brand: @367322 We're not very fond of delays, either. We see that you're wheels up and on your way!
Customer: @AmericanAir We waited on a box. That was not installed. Strapped in a seat. Ridiculous. We made it just fine without it. Epic fail. https://t.co/h2HPsBaXQc",3,flight_disruption_refund,
2174341.0,"Customer: @AmericanAir thanks for ruining our flight to Hawaii this morning. I’ll be filing my claim for a refund when we get back.
Brand: @637532 What's going on, Carol? We're here to help if you need it.
Customer: @AmericanAir Mind you we upgraded our seats in July. 😕
Brand: @637532 We're sorry for the seat change. If you paid for the premium seats they'll be refunded back to you.
Customer: @AmericanAir I know. But that doesn’t make for a great first trip to Hawaii to pay to be all together and relaxed in nice seats only to lose them and be spread out. My son is 9.
Brand: @637532 We understand the disappointment, and do all we can to keep family close whenever we can.
Customer: @AmericanAir Hopefully this doesn’t happen again on the flight home
Brand: @637532 We currently show that you are all seated together in row 14ABC on the return flight, Carol. We're here if you need any other assistance.
Customer: @AmericanAir Thanks.",9,flight_disruption_refund,
2760105.0,"Customer: Ok flying w/ @AmericanAir and I must say they got some dope air crafts.🛫
Brand: @772295 We agree and are thrilled to hear you like them! Even nicer ones are on the way.
Customer: @AmericanAir My God !!!! I’m excited too see !!!",3,positive_feedback,
1267262.0,"Customer: The Big D was looking good yesterday morning from @AmericanAir https://t.co/DMa2aGRqaO
Brand: @416713 It was a beautiful day yesterday and we loved sharing the skies with you. We can't wait to do it all over again soon!
Customer: @AmericanAir I’m thinking ... tomorrow 😀",3,positive_feedback,
46994.0,"Customer: @AmericanAir https://t.co/JK7Kdjp13E
Brand: @126474 We see your DM, Brian. We'll reply to your comments there.
Customer: @AmericanAir Don't bother. It would be a good and accurate reflection of your service to just ignore things.",3,service_quality_complaint,
782052.0,"Customer: @AmericanAir AA1379 LAX--&gt;BOS. FAs say AA doesn't provide blankets on this route. For an overnight flight. Really? +plane is hot. No air. 👎🏽
Brand: @306693 We always want you to be comfortable and our apologies you're not.
Customer: @AmericanAir but if you always want that, why not provide something so basic as a blanket on a red eye flight like all of the other AA transcons?
Brand: @306693 You're welcome to bring your own blanket next time, Ada. We don't have space to store blankets for all customers on board.
Customer: @AmericanAir That’s not consistent with all of your other transcon flights. Storage is not an issue because the blankets are placed on the seats.",5,service_quality_complaint,
2016406.0,"Brand: LAX-cuse our excitement, we're flying to #Beijing! 🇨🇳 ✈️

Book @116147  to PEK today on https://t.co/rZn1O8tOMy. https://t.co/sNUyD6oxaN
Customer: @AmericanAir @116147 Preferred airline of American Nazi's. https://t.co/79nps14moj
Customer: @691846 @AmericanAir @116147 That’s moronic. And Plural of Nazi is Nazis....... basic English grammar.
Brand: @691845 Thanks for the kudos, Michael. We enjoyed sharing the skies with you and can't wait to see you again soon!
Customer: @AmericanAir Won’t be long. Flight from Tokyo Haneda back to LA  in 2 weeks😜",5,non_actionable_other,
1559257.0,"Customer: @AmericanAir just want you know that is what I stared at 3 hrs on flight from #DFW to #SFO #1387 flight crew did nothing #thanksfornothing https://t.co/AqwqFabBhV
Brand: @481857 We're so sorry, Arthur. We appreciate the feedback. We'll be sure to forward your comments to our #AATeam.
Customer: @AmericanAir About half of us had the issue.  Quote from one of your team, “they don’t pay me maintenance pay to fix things” #badcustomerservice
Brand: @481857 We've sent an email to our team, Arthur. We appreciate your feedback.
Customer: @AmericanAir Thank you, I flew round trip to #MEM and this was only issue.",5,service_quality_complaint,
1265947.0,"Customer: @AmericanAir the app is telling me there's an issue with my upgrade request and I can't check-in, which doesn't make sense. What's the deal?
Brand: @312663 It looks like your ticket wasn't reissued for the October 27th flight. Please give the Gold desk a call to get this taken care of.
Customer: @AmericanAir ... but I have a seat... right?",3,technical_app_issue,
767057.0,"Customer: Was proved once again today why I will only fly all personal trips on @SouthwestAir. Thanks @AmericanAir for trying to ruin my Christmas.
Brand: @302840 Please work with our Reservations team at the number provided, or share details via DM including your record locator.
Customer: @AmericanAir Already did. You moved flight, only saw b/c I accidentally opened app, no email of changes of changes. Refunded but won't fly with you again",3,flight_disruption_refund,
1022743.0,"Customer: @362024 please provide a number I can contact you @AmericanAir can’t be reached by anyone. #shameonyou #dougparker https://t.co/zHBxQRBx7m
Brand: @362023 Your comments concern us, Rick. Please DM your record locator and details.
Customer: @AmericanAir I don’t have but my AA# is 0F30EF2. I am available for discussion anytime and I want the call recorded
Brand: @362023 We're a virtual team. Please meet us in DM. You can also provide the flight this is concerning. We can submit a request with a specialist.
Customer: @AmericanAir Flight #1566 look up the details . Someone is gonna wanna talk to me
Brand: @362023 If you'd like to speak to someone today, we recommend you give our Executive Platinum desk a call and ask to speak to the manager on duty.
Customer: @AmericanAir Oh I already did that, twice. Both of them told me there is not a manager on duty. Nice customer service you have at American Airlines",7,flight_disruption_refund,
1541318.0,"Customer: i missed the checked baggage cutoff by 2 minutes and @AmericanAir bumped me to a flight 6 hours later so 🙃 never flying with them again https://t.co/6mz1iwasKt
Brand: @477665 Once you've missed the baggage cutoff time out agents are locked out out that flight. Sorry for your frustration.
Customer: @AmericanAir so change it. checked bag should be able to fly without the traveler on a later flight... it’s now going to be there 4 hours before i am.",3,service_quality_complaint,
468411.0,"Customer: @AmericanAir does flight aa57 LHR to MIA 12/23/17 currently have a pilot?
Brand: @134218 We currently show that flight is scheduled to depart on time. You can get updates here: https://t.co/h88H9iXqqT
Customer: @AmericanAir Great, but does it have a pilot?
Brand: @134218 We're doing everything we can to maintain operations and avoid cancellations.
Customer: @AmericanAir Ok, but does my flight have a pilot scheduled to fly it? It seems on the booking system to be one ‘currently unavailable’ to book. Maybe I need to #askapilot to check the pilot scheduling system",5,flight_disruption_refund,
426204.0,"Customer: Rude employees. Lack of overhead bulkhead passengers. Legit ""class segregation"" The last time i fly @AmericanAir only @116450 from now
Brand: @216375 We expect our team to always be professional and help our customers. Our apologies for any rudeness you experienced.
Customer: @AmericanAir The glass door seperating boarding groups 1-4 and 5-8 makes a paying passenger feel like their money isnt as good",3,service_quality_complaint,
1749897.0,"Customer: @AmericanAir I found a hair in my chicken soup!
Brand: @527389 We'd like to look into this and forward your feedback. Please DM your record locator and details.
Customer: @AmericanAir sorry it was @Delta my bad",3,non_actionable_other,
442170.0,"Customer: @AmericanAir My friend has spent thousands of dollars on flights with you. She's a loyal customer and you're treating her terribly. @AmericanAir
Brand: @219840 We want to help as much as we can. Please have your friend reach out to us directly.
Customer: @AmericanAir She has spent countless hours on the phone with your customer service. They've been nice but not helpful. @219839
Customer: @219840 @AmericanAir I've unlocked my account so AA can contact me now.
Brand: @219839 How can we help Heather?
Customer: @AmericanAir Except rehashed heartbreak. So thanks for that. 2 more days of crying was fun.
Brand: @219839 We know this can be frustrating, once a ticket has been issued, a name is unable to be changed.
Customer: @AmericanAir Plus, the first lady I spoke to there told me that's what I should ask for.",8,service_quality_complaint,
1643496.0,"Customer: ...And my first tweet on my new account is to thank @AmericanAir for booking an awesome Honeymoon flight to Japan next year! #newlyweds
Brand: @148108 We look forward to having you two lovebirds on board, Erik!
Customer: @AmericanAir Thank you! Fortunately we’ll be on board soon for a mini-vacation in a week as well! We love flying with you, American Airlines!",3,positive_feedback,
1577791.0,"Customer: @AmericanAir Outstanding CS from Don Felton Chicago helping get an earlier flight back home after starting our travels from India 24hrs ago!
Brand: @485967 Don sounds like an #AAngel! We'll send your compliments over to Don's managers. #AATeam
Customer: @AmericanAir Thanks ... he deserves more than a pat on the back from some weary travelers!!",3,positive_feedback,
2816052.0,"Customer: @AmericanAir is flight AA1379 delayed?
Brand: @161111 We're showing it's scheduled to depart on time at 10:45p from LAX.
Customer: @AmericanAir Great thanks!",3,flight_disruption_refund,
1207367.0,"Customer: @120943 @116147 First I tell employee from @AmericanAir who says, ""Not my problem, find TSA agent. I just work here."" Okay....
Brand: @403502 We're sorry for any rudeness from our team. You're safety is our priority and we always want to treat you with kindness and respect.
Customer: @AmericanAir I'm more worries about my safety. We're constantly told to report anything suspicious, but now I'm concerned over lack of action.",3,service_quality_complaint,
267844.0,"Customer: If you have a medical emergency don’t expect @AmericanAir to care! Should be illegal to penalize travelers for emergencies! #neveragain
Brand: @179867 We know that things can happen that may impact your ability to travel. A refund can be requested here: https://t.co/xM8Vkc7BvM
Customer: @AmericanAir This is as far as I can go. It is not refunded. We are being charged $200 per ticket for canceling with a medical emergency. https://t.co/MoRHNtajMP
Brand: @179867 Please continue to work with Expedia for your refund.
Customer: @AmericanAir They have closed our help ticket.
Brand: @179867 It looks like they refunded it yesterday on their end. It may take a week or two to see the credit. Please ask them, though.
Customer: @AmericanAir They did not refund the 200 per ticket cancellation fee and that is what is in dispute. We gave adequate notice with a medical emergency!
Brand: @179867 You must continue to work with your booking source, Amy.
Customer: @AmericanAir #expedia insists that I go through #AmericanAir as they are not responsible for the airline cancellation fee. They paid YOU",9,flight_disruption_refund,
2212050.0,"Customer: Flight was cancelled, next flight was 2 days later. @AmericanAir told me to eat shit and die... Had to rent a car to drive 2 hours home FML.
Brand: @646522 We're sorry things aren't going as planned, John. Meet us in DM with your record locator so we can take a closer look at this.
Customer: @AmericanAir Sent!",3,flight_disruption_refund,
2525609.0,"Customer: First time flying @AmericanAir, is this what I can come to expect from your baggage handling? Flight 5477 https://t.co/T0fTsKPDV9
Brand: @719168 That's not how we wanted your first experience with us to go. Please be sure to file a claim with our baggage team, Chris.
Customer: @AmericanAir Will do!",3,baggage_fees,
598615.0,"Customer: @AmericanAir nothing appeared missing at first glance, but who do I need to contact if any of my property IS missing?!?!
Brand: @261950 Please give our Baggage team a call to discuss further, if needed. They can be reached at 800-535-5225.
Customer: @AmericanAir thank you!",3,baggage_fees,
1740121.0,"Customer: @AmericanAir you’re pissing me off, our flight was supposed to be 10:35 and it keeps getting changed &amp; we haven’t even boarded yet for 12:15
Brand: @525087 We appreciate your patience with the wait. We'd be happy to check on an update for you. What's the flight number?
Customer: @AmericanAir AA 830
Customer: @AmericanAir I’m not flying American again
Brand: @525087 The inbound plane has just arrive. We'll turn the plane around and then start boarding. Our apologies for any inconvenience caused.
Customer: @AmericanAir i want my money back",6,flight_disruption_refund,
379476.0,"Customer: Still at LAX cause my @AmericanAir layover to Tucson got delayed 5 hours😫😫😫😭😭 I just want my bed😭
Brand: @206031 We want to get you #HomeSweetHome soon Earyn. Sorry for the wait.
Customer: @AmericanAir Just slide some miles into my AAdvantage account and all is forgiven 😘",3,flight_disruption_refund,
2595655.0,"Customer: WE DROVE TO DALLAS ON THE REPEATED AND EXPLICIT ASSURANCES THAT WE STILL HAD SEATS ON THIS PLANE @AmericanAir you my tweeters are witnesses https://t.co/VmrHmacDAa
Brand: @734177 Please continue working with our airport team for the next steps.
Customer: @AmericanAir Oh BECAUSE THAT HAS CLEARLY WORKED OUT SO WELL FOR US THUS FAR",3,flight_disruption_refund,
1344008.0,"Customer: @AmericanAir 1st airline that does not allow a child u-1 to board in 1st 2 groups, last time I fly AA as parent. Disgraceful! Mx-Mia flight.
Brand: @433442 Our agents are expected to allow those traveling with small children the option to board first. We're sorry if that wasn't your experience.
Customer: @AmericanAir Boarding agents for flight 264 might need a refresher course!",3,service_quality_complaint,
2956540.0,"Customer: Do you have any comment @americanair?

Thousands of American Airlines flights next month don't have scheduled pilots, says union https://t.co/2AAApu5WXj
Brand: @138457 We want to keep flying customers this holiday season and fully expect to avoid cancellations.
Customer: @AmericanAir @138457 This'll be a fun sound bite to come back to in 4 weeks.",3,non_actionable_other,
2889021.0,"Customer: I haven't flown on @americanair but they are pushing following 100k people so serious question becomes that special number
Brand: @594187 Bobby, we're so glad you've reached out to us! How can we help you today?
Customer: @AmericanAir nothing really just saying how I haven't flown with you guys but was saying how you guys are close to following 100k followers &amp; someone is going to be lucky when it happens
Brand: @594187 Ooh, that is exciting we wonder who it may be! We always have great deals and look forward to seeing you soon.
Customer: @AmericanAir no doubt it should be interesting &amp; we will see if I fly with you guys I haven't been on a plane before because I haven't needed to",5,positive_feedback,
1655897.0,"Customer: . @AmericanAir once again at @97605 treating customers poorly after @116147 sent me here to connect. Agent Ramachandaran at Gate 40
Brand: @505318 Our team is expected to be courteous and respectful at all times. We're sorry if this wasn't the case today.
Customer: @AmericanAir An ongoing never surprising matter  dealing w/ your agents at DFW when in need of help. No 1 wants to solve issues here #badcustomerservice",3,service_quality_complaint,
2712878.0,"Customer: Seriously. @AmericanAir you're losing a customer fast. And this is why I fly @SouthwestAir
Brand: @761619 What's going on, Meg?
Customer: @AmericanAir I've been flying with y'all all day and I've nothing but attitude from employees and even watched employees argue with each other in front of guests.",3,service_quality_complaint,
922267.0,"Customer: how can my flight depart at 12:45 if the incoming flight doesn’t arrive until 12:57? @AmericanAir https://t.co/9jb8djs0wT
Brand: @338937 Our system just needs to update, Carissa. We appreciate your patience.
Customer: @AmericanAir ok, so can you give me an update?
Brand: @338937 We're still showing a departure of 12:45p. As soon as it's updated you'll be notified.
Customer: @AmericanAir and what about arrival? google is showing me something different than your system https://t.co/sWwis5eAX8
Brand: @338937 You can always sign up for the latest updates here https://t.co/h88H9iXqqT.
Customer: @AmericanAir thank you so much for being absolutely unhelpful",7,service_quality_complaint,
346373.0,"Customer: @AmericanAir just hope we don't miss our connecting flight
Brand: @170350 If your connection is missed, then our airport team will work to rebook you.
Customer: @AmericanAir @170350 And im sure you'll compen$ate her for lost time since you expect  uour customers to pay $200+tkt fees when they miss a flight.
Right?
Right?",3,flight_disruption_refund,
274503.0,"Customer: Best flight crew EVER on @AmericanAir flight 2463 tonight. Margaret and Val outstanding! Food was great!Loved seeing this level of service!
Brand: @181579 This is wonderful news and we appreciate you taking the time to let us know how our #AATeam did. We look forward to having you back soon!
Customer: @AmericanAir Please send my thanks to the on board services team for a job well done. You will see me again soon!",3,positive_feedback,
1072959.0,"Customer: What's the point of using miles when @AmericanAir makes you pay for redeeming it. #betterusingsome1else #airlines
Brand: @373182 You're still subject to taxes and if you book within 20 days of departure there is an expedite charge.
Customer: @AmericanAir Not true. Take a look. Why after redeeming so many miles do I still have to pay $347???? https://t.co/hxCt5kWla5",3,policy_information,
1320860.0,"Customer: @AmericanAir if this is your track record it isn't speaking highly of your safety values.
Brand: @428405 Safety is always of the utmost importance. We'll have you in the air just as soon as we can.
Customer: @AmericanAir It's just unreal that this is literally a 3 for 3 in less than a month. You need a better maintenance schedule if this is the track record",3,service_quality_complaint,
383999.0,"Customer: I asked her why she didn't offer to rebook me, because TAKE MY MONEY I want out of Little Rock. @AmericanAir come get your agent Jacqueline. https://t.co/TjPmoHJjIa
Brand: @206953 We count on our team to be courteous and professional. Our apology for any rudeness you may have experienced at Little Rock today.
Customer: @AmericanAir Thank you, I'll contact customer service with the flight info when I get home so you can ensure the LR staff get appropriate training.",3,service_quality_complaint,
1089475.0,"Customer: @AmericanAir Well @AmericanAir this is just fucking ridiculous #iwantarefund #missedconnection https://t.co/t3RMASUdkQ
Brand: @377029 We want to get you where you need to be as quickly as we can, what's your flight number?
Customer: @AmericanAir Really @AmericanAir ?! No response when I give you my flight number?? See everyone, this is the stellar AA service.... #sooverit
Brand: @377029 Once in CLT, please see a gate agent to put you on the standby list for the 10:20p. If you'd like to an alternate airport, please DM.
Customer: @AmericanAir I DM’d you @AmericanAir",5,flight_disruption_refund,
464510.0,"Customer: FOR THE LOVE OF ALL THINGS HOLY @AmericanAir WTF IS GOING ON?! TWO HOUR DELAY, NO REASON?! WE JUST WANT TO GO HOME!
Brand: @225453 We're so sorry for the delay, Andy. Looks like it's due to aircraft maintenance. As soon as we get the okay, we'll have you on your way.
Customer: @AmericanAir And frankly this experience is a reminder of why I do not fly american. I️ was booked in this flight for work and am extremely annoyed about I­t­. Your staff is unhelpful, your flights are unreliable. Disappointing experience all around!
Brand: @225453 We know communication is very important and we're truly sorry for the lack of, Andy. We'd love to see you again for a better impression.
Customer: @AmericanAir I wouldn’t be so angry if we had some form of honest and transparent communication. Like WTF is happening? Do we have a plane yes or no?
Brand: @225453 We're showing you were delayed due to maintenance and should be in the air very soon.
Customer: @AmericanAir This has been a goddamn joke and you all should be embarrassed about the way it has been handled. Truly.",7,flight_disruption_refund,
1750829.0,"Customer: Honored to be invited to the @AmericanAir SkyBall this Friday. #nolimitations #ninelinefoundation #teamironfist #fdny #asoldiersjourneyhome
Brand: @527589 It's an honor to have you and we expect that you'll have an amazing time.
Customer: @AmericanAir I really am looking forward to it and excited to meeting everyone involved. Thank you so much for the opportunity!
Brand: @527589 It's a pleasure for us to give you the opportunity to attend this great event. #thankful
Customer: @AmericanAir #likewise",5,non_actionable_other,
1266619.0,"Customer: @AmericanAir these old US Air planes gotta go... especially on a cross country flight... has the person in charge every flown XC before?
Brand: @416574 We're bringing new planes to the fleet as fast as we can, and retiring the older model planes. https://t.co/Cqtk8kHZip
Customer: @AmericanAir At least you're robots are honest! You should bring the fun back to flying, couple drinks, little movie, decent snacks and boom ur #1
Brand: @416574 We offer drinks, yummy Biscoff cookies and inflight entertainment on most flights. Take a peek: https://t.co/RcjsILm7Rc
Customer: @AmericanAir Did you just describe Biscoff cookies as yummy? You must be a robot. And your cocktails cost more money than going to an @168151 game thoughts?
Brand: @416574 We're #NoBotsHere, Al. We're a small team here to answer your questions and give advise.
Customer: @AmericanAir Oh cool. Rant over. Just want to become better friends. Talk when I make EP next year... if you're lucky 😜",7,non_actionable_other,
2189767.0,"Customer: Shouts to @AmericanAir for hooking me up with this direct flight back to PHL and avoiding all that delay nonsense.
Brand: @641071 We love great shout-outs, Josh! So glad we can get you to PHL with no extra wait.
Customer: @AmericanAir I got a window seat and nobody sitting next to me... this is living life.",3,positive_feedback,
2983868.0,"Brand: @821467 A refund was provided for the ticket purchased due to the canceled flight. Our apologies again for any inconvenience.
Customer: @AmericanAir Of course you gave me a refund, the flight never happened. What about my other expenses? Taxi, parking, hotel, etc?
Brand: @821467 Please follow up with our Customer Relations team directly.
Customer: @AmericanAir I did and got a pretty bad form letter. Have someone from AA please call me. Thanks. I tried the web email approach and no luck",4,flight_disruption_refund,
1665408.0,"Customer: Hey @AmericanAir why should I get to airport 2 hrs in advance when your employees aren't even here 1 and a half hours before?
Brand: @507442 We'll get you taken care of as soon as possible, Elliott.
Customer: @AmericanAir I mean unless you have the ability to retroactively apply the hour of sleep I lost being one of 3 people in the entire concourse...
Customer: @AmericanAir Tbh im tired and just trying to find some humor in my flight getting cancelled cuz crappy weather. Just busting your chops
Brand: @507442 We understand the struggle is real and we're sorry for the part we've played. If you need help rebooking, DM your 6 letter record locator.
Customer: @AmericanAir Unless you caused the storms in ohio last night, not your fault. Got rebooked last night via the app",6,flight_disruption_refund,
795304.0,"Customer: @AmericanAir just curious why you have Group #s if your gate agents are just gonna board groups 1-4 all at one time? Creates a huge mess.
Brand: @309620 Smooth boarding is always the plan. Our apology for any chaos in the process this morning.
Customer: @AmericanAir PHL gate B5, 10:35 take off to MCO. Agent literally called groups 1&amp;2 and before they were boarded called groups 1-4. I know that’s not SOP.",3,service_quality_complaint,
1694656.0,"Customer: @AmericanAir you have the worst “award” travel program EVER! Wish I️ had my miles elsewhere! 😡
Brand: @514194 We're committed to making sure our customers have the best we have to offer, what has you feeling this way?
Customer: @AmericanAir Most recently the aadvantage award fee when using miles to book travel. Using 20k miles and paying $100 after seats is absurd!",3,policy_information,
1630688.0,"Customer: @AmericanAir been standing here for 25 minutes and not one bag has come out from flight 1712. What is going on?
Brand: @499091 We're sorry for the wait this evening, our crew will have your bag to you as quickly as they can.
Customer: @AmericanAir You guys and the airport said terminal B baggage claim but then 30 minutes later an announcement said it was at Terminal A. Everyone had to walk outside to the new terminal. Pretty ridiculous mess up",3,baggage_fees,
996829.0,"Customer: @AmericanAir Just awful customer service today. Do better.
Brand: @356050 We always want to give you top notch service and apologize if that wasn't your experience. How can we help you?
Customer: @AmericanAir Don't overbook flights. If you HAVE to, have agents at the gate more than 15min b4 boarding. And don't have agents at a gate who can't help.",3,service_quality_complaint,
